"tweet_url", "response"
"https://twitter.com/callme_jc/status/990006064878964736", "y"
"https://twitter.com/live7love2laugh/status/988571170785124352", "y"
"https://twitter.com/live7love2laugh/status/988571170785124352", "y"
"https://twitter.com/live7love2laugh/status/988571170785124352", "y"
"https://twitter.com/Originalkidski/status/986671038716002304", "s"
"https://twitter.com/Originalkidski/status/986671038716002304", "n"
"https://twitter.com/Originalkidski/status/986671038716002304", "s"
"https://twitter.com/confesshuns/status/987275409451397120", "y"
"https://twitter.com/confesshuns/status/987275409451397120", "y"
"https://twitter.com/confesshuns/status/987275409451397120", "n"
"https://twitter.com/NegiCakes/status/988646426837041152", "y"
"https://twitter.com/NegiCakes/status/988646426837041152", "s"
"https://twitter.com/NegiCakes/status/988646426837041152", "n"
"https://twitter.com/kcdahippie/status/988656207685734400", "y"
"https://twitter.com/kcdahippie/status/988656207685734400", "y"
"https://twitter.com/kcdahippie/status/988656207685734400", "y"
"https://twitter.com/callme_jc/status/990005614641274880", "y"
"https://twitter.com/callme_jc/status/990005614641274880", "y"
"https://twitter.com/ElNeatoBandito/status/987933161798615040", "n"
"https://twitter.com/ElNeatoBandito/status/987933161798615040", "y"
"https://twitter.com/ElNeatoBandito/status/987933161798615040", "y"
"https://twitter.com/seth_bauerle/status/987862225955229696", "s"
"https://twitter.com/seth_bauerle/status/987862225955229696", "s"
"https://twitter.com/seth_bauerle/status/987862225955229696", "n"
"https://twitter.com/Emciingoho/status/988415942186041344", "n"
"https://twitter.com/Emciingoho/status/988415942186041344", "y"
"https://twitter.com/Emciingoho/status/988415942186041344", "s"
"https://twitter.com/jacobmendoza_/status/987924661689253888", "n"
"https://twitter.com/jacobmendoza_/status/987924661689253888", "s"
"https://twitter.com/jacobmendoza_/status/987924661689253888", "s"
"https://twitter.com/shrutha28/status/987843040386650112", "n"
"https://twitter.com/shrutha28/status/987843040386650112", "n"
"https://twitter.com/shrutha28/status/987843040386650112", "y"
"https://twitter.com/Squirtz_Loads/status/987627052403773440", "y"
"https://twitter.com/Squirtz_Loads/status/987627052403773440", "n"
"https://twitter.com/Squirtz_Loads/status/987627052403773440", "y"
"https://twitter.com/MarinaMilton/status/986824789103923200", "n"
"https://twitter.com/MarinaMilton/status/986824789103923200", "y"
"https://twitter.com/MarinaMilton/status/986824789103923200", "y"
"https://twitter.com/eddieonballoons/status/987602147935047680", "y"
"https://twitter.com/eddieonballoons/status/987602147935047680", "y"
"https://twitter.com/eddieonballoons/status/987602147935047680", "n"
"https://twitter.com/AllofCaitlin/status/987635418584657920", "y"
"https://twitter.com/AllofCaitlin/status/987635418584657920", "y"
"https://twitter.com/AllofCaitlin/status/987635418584657920", "n"
"https://twitter.com/DetroitInsight/status/986803776433647616", "y"
"https://twitter.com/DetroitInsight/status/986803776433647616", "y"
"https://twitter.com/DetroitInsight/status/986803776433647616", "y"
"https://twitter.com/Tomjme912/status/986400564320882688", "y"
"https://twitter.com/Tomjme912/status/986400564320882688", "n"
"https://twitter.com/Tomjme912/status/986400564320882688", "n"
"https://twitter.com/TheDaleJT/status/987000196889374720", "n"
"https://twitter.com/TheDaleJT/status/987000196889374720", "y"
"https://twitter.com/TheDaleJT/status/987000196889374720", "y"
"https://twitter.com/xparisxgirlx/status/987889071824494592", "y"
"https://twitter.com/xparisxgirlx/status/987889071824494592", "y"
"https://twitter.com/xparisxgirlx/status/987889071824494592", "n"
"https://twitter.com/Thewastedirish/status/987068857712914432", "y"
"https://twitter.com/Thewastedirish/status/987068857712914432", "y"
"https://twitter.com/Thewastedirish/status/987068857712914432", "n"
"https://twitter.com/colby_beck10/status/986588890046722048", "y"
"https://twitter.com/colby_beck10/status/986588890046722048", "y"
"https://twitter.com/colby_beck10/status/986588890046722048", "n"
"https://twitter.com/sarahh19291/status/988600237689331712", "n"
"https://twitter.com/sarahh19291/status/988600237689331712", "y"
"https://twitter.com/sarahh19291/status/988600237689331712", "y"
"https://twitter.com/Paws675/status/987855082774556672", "n"
"https://twitter.com/Paws675/status/987855082774556672", "y"
"https://twitter.com/Paws675/status/987855082774556672", "y"
"https://twitter.com/KitEnCaboodle/status/989245062386200576", "n"
"https://twitter.com/KitEnCaboodle/status/989245062386200576", "y"
"https://twitter.com/KitEnCaboodle/status/989245062386200576", "s"
"https://twitter.com/colledge/status/988142114922999808", "y"
"https://twitter.com/colledge/status/988142114922999808", "y"
"https://twitter.com/colledge/status/988142114922999808", "y"
"https://twitter.com/FitHendy21/status/986674326161145856", "n"
"https://twitter.com/FitHendy21/status/986674326161145856", "y"
"https://twitter.com/FitHendy21/status/986674326161145856", "n"
"https://twitter.com/golfermasters/status/988879577983352832", "n"
"https://twitter.com/golfermasters/status/988879577983352832", "s"
"https://twitter.com/golfermasters/status/988879577983352832", "y"
"https://twitter.com/ChoicesMatter_/status/987376602932641792", "n"
"https://twitter.com/ChoicesMatter_/status/987376602932641792", "n"
"https://twitter.com/ChoicesMatter_/status/987376602932641792", "n"
"https://twitter.com/RoyichiiMagtaos/status/987298844554727424", "n"
"https://twitter.com/RoyichiiMagtaos/status/987298844554727424", "n"
"https://twitter.com/RoyichiiMagtaos/status/987298844554727424", "n"
"https://twitter.com/claire_quitter/status/987894484066123776", "y"
"https://twitter.com/claire_quitter/status/987894484066123776", "y"
"https://twitter.com/claire_quitter/status/987894484066123776", "y"
"https://twitter.com/CamiLesbian_57/status/987083021168926720", "n"
"https://twitter.com/CamiLesbian_57/status/987083021168926720", "y"
"https://twitter.com/CamiLesbian_57/status/987083021168926720", "y"
"https://twitter.com/laclochesonne/status/989978507643162624", "y"
"https://twitter.com/laclochesonne/status/989978507643162624", "n"
"https://twitter.com/laclochesonne/status/989978507643162624", "y"
"https://twitter.com/TommyJones69/status/988678622386053120", "y"
"https://twitter.com/TommyJones69/status/988678622386053120", "y"
"https://twitter.com/TommyJones69/status/988678622386053120", "n"
"https://twitter.com/carrie98765/status/987863389321027584", "y"
"https://twitter.com/carrie98765/status/987863389321027584", "n"
"https://twitter.com/carrie98765/status/987863389321027584", "y"
"https://twitter.com/NotAPrecourt/status/987028374718763008", "y"
"https://twitter.com/NotAPrecourt/status/987028374718763008", "y"
"https://twitter.com/NotAPrecourt/status/987028374718763008", "n"
"https://twitter.com/travie_quinn/status/987934795475968000", "n"
"https://twitter.com/travie_quinn/status/987934795475968000", "y"
"https://twitter.com/travie_quinn/status/987934795475968000", "n"
"https://twitter.com/shivgraham/status/987070637511446528", "s"
"https://twitter.com/shivgraham/status/987070637511446528", "n"
"https://twitter.com/shivgraham/status/987070637511446528", "s"
"https://twitter.com/punkdrunkfuck/status/987521878175764480", "y"
"https://twitter.com/punkdrunkfuck/status/987521878175764480", "y"
"https://twitter.com/punkdrunkfuck/status/987521878175764480", "y"
"https://twitter.com/claire_quitter/status/987898126907289600", "y"
"https://twitter.com/claire_quitter/status/987898126907289600", "y"
"https://twitter.com/claire_quitter/status/987898126907289600", "y"
"https://twitter.com/_triple_ob/status/987193103487467520", "y"
"https://twitter.com/_triple_ob/status/987193103487467520", "y"
"https://twitter.com/_triple_ob/status/987193103487467520", "y"
"https://twitter.com/ilivetowrite16/status/989194994006228992", "y"
"https://twitter.com/ilivetowrite16/status/989194994006228992", "y"
"https://twitter.com/ilivetowrite16/status/989194994006228992", "y"
"https://twitter.com/DreGmoney/status/987206655422197760", "s"
"https://twitter.com/DreGmoney/status/987206655422197760", "s"
"https://twitter.com/DreGmoney/status/987206655422197760", "n"
"https://twitter.com/Stuey_85/status/990001627330437120", "y"
"https://twitter.com/Stuey_85/status/990001627330437120", "n"
"https://twitter.com/Stuey_85/status/990001627330437120", "y"
"https://twitter.com/K4YC3E/status/986642359013249024", "n"
"https://twitter.com/K4YC3E/status/986642359013249024", "s"
"https://twitter.com/K4YC3E/status/986642359013249024", "s"
"https://twitter.com/FRHYSB/status/988580223028547584", "y"
"https://twitter.com/FRHYSB/status/988580223028547584", "n"
"https://twitter.com/FRHYSB/status/988580223028547584", "n"
"https://twitter.com/StuckInABocks/status/986840885395673088", "y"
"https://twitter.com/StuckInABocks/status/986840885395673088", "y"
"https://twitter.com/StuckInABocks/status/986840885395673088", "y"
"https://twitter.com/DeardebG/status/989279995867615232", "n"
"https://twitter.com/DeardebG/status/989279995867615232", "y"
"https://twitter.com/DeardebG/status/989279995867615232", "y"
"https://twitter.com/ChunkyHilda/status/987576946547507200", "y"
"https://twitter.com/ChunkyHilda/status/987576946547507200", "n"
"https://twitter.com/ChunkyHilda/status/987576946547507200", "y"
"https://twitter.com/u_boot/status/987265633422397440", "s"
"https://twitter.com/u_boot/status/987265633422397440", "y"
"https://twitter.com/u_boot/status/987265633422397440", "n"
"https://twitter.com/bananabrainss/status/988986208507301888", "y"
"https://twitter.com/bananabrainss/status/988986208507301888", "n"
"https://twitter.com/bananabrainss/status/988986208507301888", "n"
"https://twitter.com/Queerlove212/status/989954184525922304", "n"
"https://twitter.com/Queerlove212/status/989954184525922304", "n"
"https://twitter.com/Queerlove212/status/989954184525922304", "y"
"https://twitter.com/goofyduckling37/status/987934318495387648", "y"
"https://twitter.com/goofyduckling37/status/987934318495387648", "y"
"https://twitter.com/goofyduckling37/status/987934318495387648", "n"
"https://twitter.com/boobious76/status/989763413457842176", "y"
"https://twitter.com/boobious76/status/989763413457842176", "y"
"https://twitter.com/boobious76/status/989763413457842176", "y"
"https://twitter.com/aquariusluv17/status/987163589470576640", "n"
"https://twitter.com/aquariusluv17/status/987163589470576640", "y"
"https://twitter.com/aquariusluv17/status/987163589470576640", "y"
"https://twitter.com/Seizure_kun/status/988026351402733568", "y"
"https://twitter.com/Seizure_kun/status/988026351402733568", "n"
"https://twitter.com/Seizure_kun/status/988026351402733568", "n"
"https://twitter.com/timspace09/status/989876660185989120", "y"
"https://twitter.com/timspace09/status/989876660185989120", "n"
"https://twitter.com/timspace09/status/989876660185989120", "n"
"https://twitter.com/B_MBBFP/status/989498732965068800", "y"
"https://twitter.com/B_MBBFP/status/989498732965068800", "n"
"https://twitter.com/B_MBBFP/status/989498732965068800", "y"
"https://twitter.com/cole_hazeltine/status/987007762407264256", "s"
"https://twitter.com/cole_hazeltine/status/987007762407264256", "s"
"https://twitter.com/cole_hazeltine/status/987007762407264256", "n"
"https://twitter.com/HananPruitt/status/987123008736235520", "n"
"https://twitter.com/HananPruitt/status/987123008736235520", "n"
"https://twitter.com/HananPruitt/status/987123008736235520", "y"
"https://twitter.com/MistressOlive96/status/987525631197007872", "y"
"https://twitter.com/MistressOlive96/status/987525631197007872", "y"
"https://twitter.com/MistressOlive96/status/987525631197007872", "n"
"https://twitter.com/funkyj/status/987872374728024064", "y"
"https://twitter.com/funkyj/status/987872374728024064", "n"
"https://twitter.com/funkyj/status/987872374728024064", "y"
"https://twitter.com/CraigIawton/status/987485328796733440", "y"
"https://twitter.com/CraigIawton/status/987485328796733440", "y"
"https://twitter.com/CraigIawton/status/987485328796733440", "n"
"https://twitter.com/KnickCarraway/status/986763218201657344", "n"
"https://twitter.com/KnickCarraway/status/986763218201657344", "n"
"https://twitter.com/KnickCarraway/status/986763218201657344", "n"
"https://twitter.com/julianna12369/status/987862178785972224", "n"
"https://twitter.com/julianna12369/status/987862178785972224", "n"
"https://twitter.com/julianna12369/status/987862178785972224", "s"
"https://twitter.com/The_Ausmerican/status/989126849828605952", "y"
"https://twitter.com/The_Ausmerican/status/989126849828605952", "y"
"https://twitter.com/The_Ausmerican/status/989126849828605952", "y"
"https://twitter.com/tretreez/status/987531012233138176", "n"
"https://twitter.com/tretreez/status/987531012233138176", "y"
"https://twitter.com/tretreez/status/987531012233138176", "n"
"https://twitter.com/Aamazon1/status/986510752906231808", "s"
"https://twitter.com/Aamazon1/status/986510752906231808", "s"
"https://twitter.com/Aamazon1/status/986510752906231808", "n"
"https://twitter.com/ChoicesMatter_/status/987741510132117504", "n"
"https://twitter.com/ChoicesMatter_/status/987741510132117504", "n"
"https://twitter.com/ChoicesMatter_/status/987741510132117504", "n"
"https://twitter.com/gribble006/status/989180149114507264", "y"
"https://twitter.com/gribble006/status/989180149114507264", "y"
"https://twitter.com/gribble006/status/989180149114507264", "n"
"https://twitter.com/andrewmcn11/status/988184021841559552", "n"
"https://twitter.com/andrewmcn11/status/988184021841559552", "y"
"https://twitter.com/andrewmcn11/status/988184021841559552", "y"
"https://twitter.com/Heeather12/status/987907016009101312", "y"
"https://twitter.com/Heeather12/status/987907016009101312", "y"
"https://twitter.com/Heeather12/status/987907016009101312", "y"
"https://twitter.com/StevieFortune/status/987316832674529280", "y"
"https://twitter.com/StevieFortune/status/987316832674529280", "n"
"https://twitter.com/StevieFortune/status/987316832674529280", "n"
"https://twitter.com/ChaseBarger/status/988263960871931904", "n"
"https://twitter.com/ChaseBarger/status/988263960871931904", "n"
"https://twitter.com/ChaseBarger/status/988263960871931904", "y"
"https://twitter.com/LolaG_/status/988280670630772736", "y"
"https://twitter.com/LolaG_/status/988280670630772736", "n"
"https://twitter.com/LolaG_/status/988280670630772736", "y"
"https://twitter.com/thesuperjaps/status/987755849295654912", "y"
"https://twitter.com/thesuperjaps/status/987755849295654912", "n"
"https://twitter.com/thesuperjaps/status/987755849295654912", "n"
"https://twitter.com/shannineayisha/status/987814190932021248", "y"
"https://twitter.com/shannineayisha/status/987814190932021248", "y"
"https://twitter.com/shannineayisha/status/987814190932021248", "y"
"https://twitter.com/Jasmin_Belle/status/986455704839032832", "y"
"https://twitter.com/Jasmin_Belle/status/9864557...", "n"
"https://twitter.com/Jasmin_Belle/status/986455704839032832", "n"
"https://twitter.com/LycanLeopard/status/986461332684918784", "n"
"https://twitter.com/LycanLeopard/status/986461332684918784", "y"
"https://twitter.com/LycanLeopard/status/986461332684918784", "n"
"https://twitter.com/RATMATAZZGAMING/status/989314028131373056", "n"
"https://twitter.com/RATMATAZZGAMING/status/989314028131373056", "y"
"https://twitter.com/RATMATAZZGAMING/status/989314028131373056", "n"
"https://twitter.com/callme_jc/status/990005160909959168", "n"
"https://twitter.com/callme_jc/status/990005160909959168", "y"
"https://twitter.com/callme_jc/status/990005160909959168", "n"
"https://twitter.com/lesjjvids/status/989959418795249664", "y"
"https://twitter.com/lesjjvids/status/989959418795249664", "y"
"https://twitter.com/lesjjvids/status/989959418795249664", "y"
"https://twitter.com/Katiescar334/status/987610379571335168", "y"
"https://twitter.com/Katiescar334/status/987610379571335168", "y"
"https://twitter.com/Katiescar334/status/987610379571335168", "n"
"https://twitter.com/remonbrossom/status/988931644156497920", "n"
"https://twitter.com/remonbrossom/status/988931644156497920", "n"
"https://twitter.com/remonbrossom/status/988931644156497920", "s"
"https://twitter.com/Paws675/status/987844040484884480", "n"
"https://twitter.com/Paws675/status/987844040484884480", "s"
"https://twitter.com/Paws675/status/987844040484884480", "y"
"https://twitter.com/jaclyn_jones/status/987869715853987840", "y"
"https://twitter.com/jaclyn_jones/status/987869715853987840", "y"
"https://twitter.com/jaclyn_jones/status/987869715853987840", "y"
"https://twitter.com/AlecMapa/status/986852952374575104", "y"
"https://twitter.com/AlecMapa/status/986852952374575104", "y"
"https://twitter.com/AlecMapa/status/986852952374575104", "y"
"https://twitter.com/Shellie_B129/status/988582527416832000", "n"
"https://twitter.com/Shellie_B129/status/988582527416832000", "n"
"https://twitter.com/Shellie_B129/status/988582527416832000", "n"
"https://twitter.com/TodClarey/status/987645055681769472", "y"
"https://twitter.com/TodClarey/status/987645055681769472", "s"
"https://twitter.com/TodClarey/status/987645055681769472", "n"
"https://twitter.com/realThomasDog/status/987824801367691264", "y"
"https://twitter.com/realThomasDog/status/987824801367691264", "n"
"https://twitter.com/realThomasDog/status/987824801367691264", "n"
"https://twitter.com/LifeInFramePHL/status/987499149380784128", "s"
"https://twitter.com/LifeInFramePHL/status/987499149380784128", "y"
"https://twitter.com/LifeInFramePHL/status/987499149380784128", "n"
"https://twitter.com/DJWallach77/status/986989762635554816", "n"
"https://twitter.com/DJWallach77/status/986989762635554816", "n"
"https://twitter.com/DJWallach77/status/986989762635554816", "n"
"https://twitter.com/GoldRunesMalec/status/988942992944721920", "n"
"https://twitter.com/GoldRunesMalec/status/988942992944721920", "y"
"https://twitter.com/GoldRunesMalec/status/988942992944721920", "y"
"https://twitter.com/biggz2014/status/987952557317378048", "n"
"https://twitter.com/biggz2014/status/987952557317378048", "s"
"https://twitter.com/biggz2014/status/987952557317378048", "s"
"https://twitter.com/RightSideOfFunk/status/987093996529893376", "n"
"https://twitter.com/RightSideOfFunk/status/987093996529893376", "n"
"https://twitter.com/RightSideOfFunk/status/987093996529893376", "y"
"https://twitter.com/TiaisBEAST/status/989397668362305536", "n"
"https://twitter.com/TiaisBEAST/status/989397668362305536", "s"
"https://twitter.com/TiaisBEAST/status/989397668362305536", "s"
"https://twitter.com/kmejia0/status/988859157980725248", "y"
"https://twitter.com/kmejia0/status/988859157980725248", "y"
"https://twitter.com/kmejia0/status/988859157980725248", "y"
