tweet	0		"mention mention tell me about it worse than giving up alcohol or caffeine when prego not having the wag my last 2 wks"
tweet	0		"i guess the good thing is i didnt spend any money last night but i still have no idea how i got as drunk as i was"
tweet	0		"i wanna get drunk on a beach after work"
tweet	0		"turns out ecigarette  way less hangover i feel great now someone get mention out of bed"
tweet	0		"so who wants to get drunk as fuck amp eat pizza today"
tweet	0		"i need a beer and some sleep"
tweet	0		"last night when i was drunk i told zach that he had to look through my phone so i knew he loved being with me lmao wut"
tweet	0		"currently sitting in the park and watching two dudes fly a drone around reminds of the days before i discovered girls and booze"
tweet	0		"i always wondered why men liked beer so much but now i understand that having nagging old women around you 247 makes me want to drink too"
tweet	0		"calling meem to get me some wine"
tweet	0		"lean sesh earlier mention in the cut or wuteva media"
tweet	0		"mention lmao u drunk but me too scrappy"
tweet	0		"you amp tequila make me crazy"
tweet	0		"the guy at the liquor store just promoted me drinking "
tweet	0		"maybe tonight ill call ya after my blood turns into alcohol"
tweet	0		"cant wait until im old enough to get into the beer tent at the carni "
tweet	0		"going out getting drunk every weekend just isnt fun for me anymore"
tweet	1		"busy trying to explain fireball whiskey to janet brb"
tweet	1		"yea you will drink way less when you graduate i know right as i chug a third of a bottle of vodka"
tweet	1		"my bed is upstairs and thats like legit soo far from this comfy couch im on with my cat on my body with my fav beer wat do"
tweet	1		"im still drunk"
tweet	1		"pom and vodka is so good to me but does me so dirty at the same time"
tweet	1		"using this holiday to spend quality time w the fam while getting wasted off reisling okayy perf"
tweet	1		"getting hammered all day at kanakadea come up and drink with us bitches"
tweet	1		"we wont ever look as good as we do now so lets take another shot drink another round"
tweet	1		"i ask cathy for cough syrup and she gives me a shot of blackberry brandy alright i guess that works too"
tweet	1		"dropped 90 bucks on beer burgers and hot dogs today merica"
tweet	1		"drinking a georgia peach beer by cbcraftbrewers  rose eddies porch — url"
tweet	1		"wine slushies today  swedish hill winery url"
tweet	1		"the only beer on tap naturally  macs drive in url"
tweet	1		"drunk on the lake ☀️⛵️"
tweet	1		"wine tasting mdw fingerlakes  seneca lake ny url"
tweet	1		"my high school crush is at this party my heart my liver theresa made sangria"
tweet	1		"mention vodka n amp turn up to the next level"
tweet	1		"oh damn youre all badasses  turnup drunk party summer2k14 noregrets "
tweet	1		"desert  drinking an 2014 stone old guardian barley wine by mention  eye hub — url photo"
tweet	1		"if you arent drunk right now you dont love america "
tweet	1		"ending the day drinking beer and enjoying good company "
tweet	1		"my memorial day toast to my brothersinarms wine holiday thefallen iphone5s  the lodge at marion url"
tweet	1		"i got my toes in the water ass in the sand not a worry in the world a cold beer in my hand life is… url"
tweet	1		"12 percent alcohol homebrew doesnt taste like 12 percent caution heavy hitter url photo"
tweet	1		"seeing a friend off to the beginning of a new part of her life  singers karaoke club url"
tweet	1		"im not a beer drinker but this summer shandy shit is good"
tweet	1		"im outside drinking beer and listening to music alone which im actually pretty content with "
tweet	1		"why am i drunk on a monday lmfao"
tweet	1		"what a fun night with fun new friends and now a glass of wine with the always lovely mention ❤️"
tweet	1		"heavy on the booze and red thats ballast point sea monster please  drinking a tongue buckler  paddys  url photo"
tweet	1		"ok im drunk whats good"
tweet	1		"probably shouldnt be typing my english final half drunk"
tweet	1		"mention idk me and b are drunk n bored"
tweet	1		"why am i drunk"
tweet	1		"im shit faced"
tweet	1		"friends falls trains amp beers  genesee brew house url"
tweet	1		"oh really dont mind if i do onemorefortheroad  genesee pub amp alehouse url"
tweet	1		"so im gonna sit right here on the edge of this pier watch the sunset disappear amp drink a beer"
tweet	1		"walls club mix sultan good"
tweet	1		"“mention when you leave a party and youre still drunk media” mention mention "
tweet	1		"enjoying my first official pint of this summers beer baswa kölsch aka flat tire kölsch url"
tweet	1		"im at ocallaghans pub  ocallaghanpub rochester ny url"
tweet	1		"i feel drunk"
tweet	1		"good belgian beer tastes great in a stein  drinking a leffe blonde by abbaye de leffe  fuced over — url"
tweet	1		"remedy for a long day in the studio glued to a computer chair sebikes skylark food beer… url"
tweet	1		"nice tall glass of red wine "
tweet	1		"im at johnnys irish pub rochester ny w 2 others url"
tweet	1		"i have a test in the morning and im still getting drunk "
tweet	1		"fucked up walkin around my house slower than a turtle"
tweet	1		"im wasnt suppose to get this drunk anyway doe"
tweet	1		"im getting drunk but id much rather be somewhere with you"
tweet	1		"this is the first time i took a sip of alcohol since summer of 2013"
tweet	1		"ima little drunk and i need you now"
tweet	1		"within 15 minutes of being at my new restaurant job a 76yr old at the bar buys me a drink summer2014"
tweet	1		"wings beer work  village tavern url"
tweet	1		"doogie2k beer liquer and ice cream blended together"
tweet	1		"beer tastes like warm piss"
tweet	1		"bar hopping with lisa dont hate"
tweet	1		"being drunk and aloneltlt im gonna be a lonely cat lady 4evez"
tweet	1		"very interesting complex flavor that almost changes sip by sip triple goddess ginger kombucha beer url"
tweet	1		"yoo im fucked up right now "
tweet	1		"“919prince when that liquor hits you you be like url” mention "
tweet	1		"gotta remember to take my heartburn meds  bought sum cranberry lemonade to chase da pinnacle vodka n bacardi wit lush"
tweet	1		"kmwx2 biancapitonzo katie get drunk with us"
tweet	1		"operation get drunk and clean the apartment has commenced"
tweet	1		"just drinking wine in my underroos and eating cheese and bread i am a classy minx"
tweet	1		"a wonderful beer to wash the taste of road trip with the kids out of my mouth invasion pale ale url"
tweet	1		"music wine and packingg  "
tweet	1		"julias mom tells us that were cut off then she goes to the store and buys us more beer ❤️❤️❤️❤️"
tweet	1		"enjoying some nice cold beer and watching the last song ☺️"
tweet	1		"mention were already trashed so hurry"
tweet	1		"beer me"
tweet	1		"someskaband and a beer  sticky lips bbq juke joint w mention url"
tweet	1		"i almost had an  i need a guy  moment but than i was able to get the vodka open "
tweet	1		"drinking a black currant amber by abandon brewing company  johnnys irish pub — url"
tweet	1		"drinking a peppercorn saison by abandon brewing company  johnnys irish pub — url"
tweet	1		"hah fucked up but i got home safe  ✊"
tweet	1		"bruh cooking while youre drunk is the hardest shit on the fucking planet"
tweet	1		"hot dogs and beer "
tweet	1		"niggas is drunk at 3 tho "
tweet	1		"alfasyracuse alfa bar amp dining room  url now this is what i call sundayfunday media"
tweet	1		"beer and gardening"
tweet	1		"and ive drunk that ive drunk this ive spewed up on a pint of piss so what so what beerandgardening metallica"
tweet	1		"tgif happyhour eastwood  chadwicks sports bar amp grill url"
tweet	1		"its in my left hand as well great beer  perfect for grilling out 400 pound monkey url photo"
tweet	1		"genny brew house ☺️"
tweet	1		"drinking a mutt double ipa by rogers beer company  newtown battlefield — url"
tweet	1		"hahaha im drunk with my dad"
tweet	1		"drinking a saison diego by mention  beer garden at dragon bar — url"
tweet	1		"feulin up on cocaine amp whiskey"
tweet	1		"good book good snacks and a ice cold beer my day is getting better media"
tweet	1		"drinking an aprihop by mention  beer garden at dragon bar — url"
tweet	1		"cant drink this bc all i think of is grape vodka soda  itzshann0nb3tch media"
tweet	1		"cold glass of whiskey and a beautiful day  media"
tweet	1		"at the first tap of lucifers falls a beer brewed especially for the cayuga trails 50 nat url"
tweet	1		"i hate drinking  but ima get drunk tonight "
tweet	1		"tappas beer  drinking a summerfest 2014 by mention at mention — url"
tweet	1		"sorelle love dinner summer14  the bayside pub url"
tweet	1		"bportreunion  stoneyard bar amp grill url"
tweet	1		"xander is drunk why arent i"
tweet	1		"friday happy hour with tiffany and laura  lacis tapas bar url"
tweet	1		"no power at the drive in a couple guys pulled some kegs out this party is bump in come hang out everyone"
tweet	1		"tonight is the reason alcohol exists "
tweet	1		"guys vodka does not cure a sore throat "
tweet	1		"tastes like summer  drinking a saranac prism by saranacbrewery  eddie obriens grille amp bar — url"
tweet	1		"ahh my hair smelled really good but now it smells like beer"
tweet	1		"say yes to the dress and wine girlsnight relax simplicity"
tweet	1		"im at magpie irish pub w mynameisraph url"
tweet	1		"drinking the boxer by rogers beer company  rose eddies — url"
tweet	1		"im at 140 alex bar amp grill rochester ny url"
tweet	1		"buzzed from wine "
tweet	1		"swedish fish shot random gross shot joe bought then breakfast shot whoa allatonce"
tweet	1		"last call  half penny pub url"
tweet	1		"i smell like cigarettes and tequila help"
tweet	1		"“mention need food cant move body still drunk ” "
tweet	1		"wine tasting around seneca "
tweet	1		"back that ass up wine go down"
tweet	1		"drinking a hoot beer by birdland  birdland brewing co — url"
tweet	1		"this beer is tasty media"
tweet	1		"“diydrinkx chocolate covered strawberry shot glasses  url” mention "
tweet	1		"drinking a honey whole wheat by splitrock brew pub  first arena — url"
tweet	1		"drinking an india pale ale by splitrock brew pub  splitrock brew pub at first arena — url"
tweet	1		"much better on draught than in bottle  drinking a swing session saison by mention  the 112 — url"
tweet	1		"having a beer with a coworker"
tweet	1		"chasin my beer with bubble gun"
tweet	1		"beer in a mason jar yes please happybirthdaytome 100happydays day20 ilovethisbar  toby keiths… url"
tweet	1		"drinking a georgia peach beer by cbcraftbrewers  rose eddies porch — url"
tweet	1		"kayaking and drinking beer with my love couldnt have had a much better day so far but we also got all night "
tweet	1		"im at the genesee brew house  geneseebrewery rochester ny w 5 others url"
tweet	1		"more drinks  route 78 pub w jyolevich url"
tweet	1		"drinking a syracuse pale ale by middle ages brewing  colemans authentic irish pub — url"
tweet	1		"4th wine slushy in 10 min  i fuxx with my work media"
tweet	1		"what a fucking night in the kitchen almost done its a liquor night now"
tweet	1		"this wine is terrible mention"
tweet	1		"can yall slow down with the spanish when im drunk"
tweet	1		"always so good  drinking a jesters nectar by middle ages brewing  world of beer — url photo"
tweet	1		"smooth and light almost creamy  drinking an empire cream ale by mention  world of beer — url"
tweet	1		"brought my mom a beer and took a sip first she knew i drank some because she can see right thru me now im nervous what else she knows"
tweet	1		"smooth goodness  drinking a nitro oatmeal stout by mention  world of beer — url photo"
